threshold,score,precision,recall,f1,fnr,dp_diff,fnr_gap,worst_group_sensitivity,macro_avg_fnr,method
0.64,-0.13869516982341476,0.6615384615384615,0.07615112160566706,0.13658020116463737,0.9238488783943329,0.0019884641701387977,0.00111320066507814,0.07540394973070018,0.9240394499367608,Naive transfer
0.65,-0.15535598761902086,0.6666666666666666,0.06965761511216056,0.12613575628006413,0.9303423848878394,0.0007002971106766925,0.0021379768801643717,0.06822262118491922,0.9307083903749986,Naive transfer
0.66,-0.1734907425374947,0.6842105263157895,0.06139315230224321,0.11267605633802817,0.9386068476977568,0.0002645506025347605,0.0031990702800686055,0.059245960502693,0.9391545043572727,Naive transfer
0.67,-0.18014337335025685,0.7121212121212122,0.05548996458087367,0.10295728368017525,0.9445100354191264,0.0006852399014948239,0.0024285143587096103,0.05385996409335727,0.944925778727288,Naive transfer
0.68,-0.19979027871171812,0.7079646017699115,0.047225501770956316,0.08854454897620365,0.9527744982290437,0.0002515010212438065,0.0008147681463550605,0.0466786355475763,0.9529139803792461,Naive transfer
0.6900000000000001,-0.21281629209751207,0.7291666666666666,0.04132231404958678,0.0782122905027933,0.9586776859504132,3.2122046254650163e-05,0.002719051837254849,0.03949730700179533,0.9591431670795773,Naive transfer
0.7000000000000001,-0.22885956117100303,0.7380952380952381,0.03659976387249114,0.06974128233970754,0.9634002361275089,0.0006129652974218597,0.006382350479781529,0.03231597845601436,0.9644928463040948,Naive transfer
0.7100000000000001,-0.23277920491730397,0.7605633802816901,0.031877213695395513,0.06118980169971672,0.9681227863046045,0.0004036244618872819,0.004695969897790864,0.02872531418312388,0.9689267008679807,Naive transfer
0.7200000000000001,-0.2612373403176283,0.7407407407407407,0.023612750885478158,0.04576659038901602,0.9763872491145218,0.0006230034368764374,0.0057570632976950975,0.019748653500897665,0.9773728148502547,Naive transfer
0.7300000000000001,-0.27067671255997205,0.723404255319149,0.020070838252656435,0.039058012636415854,0.9799291617473436,0.00022941711444373226,0.0031548580550726513,0.017953321364452424,0.9804692496080113,Naive transfer
0.7400000000000001,-0.29220547421793097,0.6944444444444444,0.01475796930342385,0.028901734104046242,0.9852420306965761,0.0006531178552401729,0.003263809609527102,0.012567324955116697,0.9858007702401197,Naive transfer
0.75,-0.30136917011436865,0.6774193548387096,0.012396694214876033,0.02434782608695652,0.987603305785124,0.00107882622392753,0.0024206193185316582,0.010771992818671455,0.9880176975220627,Naive transfer
0.05,1.416958498482155,0.29353502611201154,0.9622195985832349,0.44984131364702634,0.037780401416765086,0.011604454232745698,0.01616588426818504,0.9569041336851363,0.035012924180771156,IPS-weighted transfer
0.060000000000000005,1.4073915509377024,0.303621692625258,0.9551357733175915,0.4607717499644027,0.044864226682408526,0.008046663842603441,0.021370294753430004,0.9481090589270009,0.04120579369628412,IPS-weighted transfer
